assumption_case,assumption_note,shell_mode,scenario,scenario_label,band,median_ocean_confidence_score,p10_ocean_confidence_score,p90_ocean_confidence_score,moderate_or_high_ocean_pct,ambiguous_or_false_pct,not_interpretable_pct,ocean_margin_shift_db,false_margin_shift_db,clutter_margin_shift_db,material_risk_shift
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,98.76,1.24,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,1.24,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,complex_with_clutter,Complex + clutter,HF_9MHz_full_depth,0.0,0.0,0.0,0.0,100.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,complex_with_clutter,Complex + clutter,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,98.76,1.24,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,complex_with_clutter,Complex + clutter,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,100.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,near_surface_brine,Near-surface brine,HF_9MHz_full_depth,51.07,46.85,70.0,1.24,98.76,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,near_surface_brine,Near-surface brine,VHF_60MHz_full_depth_lowDR,0.0,0.0,58.32,1.24,98.76,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,near_surface_brine,Near-surface brine,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,1.24,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,rough_surface_clutter,Rough surface clutter,HF_9MHz_full_depth,84.11,82.44,84.47,100.0,0.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,rough_surface_clutter,Rough surface clutter,VHF_60MHz_full_depth_lowDR,65.53,61.38,68.04,100.0,0.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,rough_surface_clutter,Rough surface clutter,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,98.76,1.24,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,salt_layers_reason,Salt layers,HF_9MHz_full_depth,83.65,81.39,84.08,0.0,100.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,salt_layers_reason,Salt layers,VHF_60MHz_full_depth_lowDR,60.84,55.77,62.13,0.0,100.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,salt_layers_reason,Salt layers,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,100.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,stacked_dirty_layers,Stacked dirty layers,HF_9MHz_full_depth,0.0,0.0,0.0,0.0,100.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,100.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,100.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,warm_impure_ice,Warm impure ice,HF_9MHz_full_depth,50.03,49.66,50.09,0.0,0.0,100.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,warm_impure_ice,Warm impure ice,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,0.0,100.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,warm_impure_ice,Warm impure ice,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,100.0,-6.0,4.0,4.0,12.0
