page,term,snippet
37,bandwidth,the evaluation of all requirements. Analysis of the center frequency uncertainty (Sect. 4.4.2) is used to justify the assumption in SVV that the center frequency corresponds to the required value. Vertical resolution (Sect. 4.4.3)i s converted to an effective bandwidth in SVV and used to evaluate all vertical resolution and vertical precision requirements. The Normalized Side Lobe Envelope (NSLE) (Sect. 4.4.5) is used to evaluate all requirements that apply to the subsurface. 4.4.1 RadarPotential Radar potential is deﬁned a
37,frequency,of requirements on measurement quality evaluated in REASON SVV and the KRPs that contribute to their veriﬁcation and validation. Radar potential (Sect.4.4.1) and SAR gain (Sect. 4.4.4) are included in the evaluation of all requirements. Analysis of the center frequency uncertainty (Sect. 4.4.2) is used to justify the assumption in SVV that the center frequency corresponds to the required value. Vertical resolution (Sect. 4.4.3)i s converted to an effective bandwidth in SVV and used to evaluate all vertical resolution and ve
37,frequency,o their veriﬁcation and validation. Radar potential (Sect.4.4.1) and SAR gain (Sect. 4.4.4) are included in the evaluation of all requirements. Analysis of the center frequency uncertainty (Sect. 4.4.2) is used to justify the assumption in SVV that the center frequency corresponds to the required value. Vertical resolution (Sect. 4.4.3)i s converted to an effective bandwidth in SVV and used to evaluate all vertical resolution and vertical precision requirements. The Normalized Side Lobe Envelope (NSLE) (Sect. 4.4.5) is used
37,frequency,"nite reﬂector at a range of 400 km, with no environmental perturbations (e.g., neglecting the ionosphere). Radar potential in- cludes terms for the gain resulting from SAR processing as well as impacts from instrumen- tal effects and capabilities. 4.4.2 CenterFrequencyUncertainty Center frequency uncertainty quantiﬁes the variation in center frequency expected over the mission. Uncertainty in the center frequency represents uncertainty in the STAble Local Oscillator (STALO) clock, and thus the uncertainty in measuring the t"
37,frequency,"400 km, with no environmental perturbations (e.g., neglecting the ionosphere). Radar potential in- cludes terms for the gain resulting from SAR processing as well as impacts from instrumen- tal effects and capabilities. 4.4.2 CenterFrequencyUncertainty Center frequency uncertainty quantiﬁes the variation in center frequency expected over the mission. Uncertainty in the center frequency represents uncertainty in the STAble Local Oscillator (STALO) clock, and thus the uncertainty in measuring the time between chirp transmissi"
37,frequency,"cting the ionosphere). Radar potential in- cludes terms for the gain resulting from SAR processing as well as impacts from instrumen- tal effects and capabilities. 4.4.2 CenterFrequencyUncertainty Center frequency uncertainty quantiﬁes the variation in center frequency expected over the mission. Uncertainty in the center frequency represents uncertainty in the STAble Local Oscillator (STALO) clock, and thus the uncertainty in measuring the time between chirp transmission and echo receive, which can feed into altimetry and r"
37,frequency,"gain resulting from SAR processing as well as impacts from instrumen- tal effects and capabilities. 4.4.2 CenterFrequencyUncertainty Center frequency uncertainty quantiﬁes the variation in center frequency expected over the mission. Uncertainty in the center frequency represents uncertainty in the STAble Local Oscillator (STALO) clock, and thus the uncertainty in measuring the time between chirp transmission and echo receive, which can feed into altimetry and ranging errors."
37,sounding,"RadarforEuropaAssessmentandSounding: OceantoNear-Surface... Page37of91 51 Each point model in the EPM is intended to represent a speciﬁc hypothesis, considered by the REASON team as part of instrument development. The point models in the Shallow Subsurface Structure EPM are represented in the F"
37,altimetry,"enter frequency expected over the mission. Uncertainty in the center frequency represents uncertainty in the STAble Local Oscillator (STALO) clock, and thus the uncertainty in measuring the time between chirp transmission and echo receive, which can feed into altimetry and ranging errors."
37,ranging,"y expected over the mission. Uncertainty in the center frequency represents uncertainty in the STAble Local Oscillator (STALO) clock, and thus the uncertainty in measuring the time between chirp transmission and echo receive, which can feed into altimetry and ranging errors."
37,measurement,"he ice shell thickness. In the Shallow Subsurface Structure and Full Depth Subsurface Exchange EPMs, the last six point models are the same as the ﬁrst six but include salt layers as the target interface, as opposed to an ice–water interface. A requirement on measurement quality is considered veriﬁed and validated if the mea- surement is successful for a majority of the point models in an EPM given performance derived from KRPs/instrument-level requirements. EPMs are used to verify and validate that the requirements on measur"
37,measurement,"rement quality is considered veriﬁed and validated if the mea- surement is successful for a majority of the point models in an EPM given performance derived from KRPs/instrument-level requirements. EPMs are used to verify and validate that the requirements on measurement quality are capable of “characterizing” and “search- ing” where applicable (Table 1). Where a Measurement Requirement traces up to a dataset that involves “characterizing” or “mapping” a property of Europa, the requirement must be met for both a subsurface st"
37,measurement,"e point models in an EPM given performance derived from KRPs/instrument-level requirements. EPMs are used to verify and validate that the requirements on measurement quality are capable of “characterizing” and “search- ing” where applicable (Table 1). Where a Measurement Requirement traces up to a dataset that involves “characterizing” or “mapping” a property of Europa, the requirement must be met for both a subsurface structure target, represented by salt layers, and a subsurface wa- ter target interface. Where a Measurement"
37,measurement,"Measurement Requirement traces up to a dataset that involves “characterizing” or “mapping” a property of Europa, the requirement must be met for both a subsurface structure target, represented by salt layers, and a subsurface wa- ter target interface. Where a Measurement Requirement traces up to a dataset that involves searching for features at Europa, we consider the requirement met for either a subsurface structure or subsurface water target interface. 4.4 KeyRadarParameters(KRPs) The KRPs are supplied by the REASON System"
37,measurement,"e REASON science veriﬁcation and validation (SVV) team. KRPs translate estimated instrument performance (including spacecraft-level impingements) and are used as an input for REASON SVV . Cur- rent Best Estimate (CBE) values are used to verify requirements on measurement quality, whereas the values derived from instrument-level requirements are used for validation. Not all KRPs are needed to evaluate a particular requirement on measurement quality. Ta- ble 6 presents the types of requirements on measurement quality evaluated"
37,measurement,"or REASON SVV . Cur- rent Best Estimate (CBE) values are used to verify requirements on measurement quality, whereas the values derived from instrument-level requirements are used for validation. Not all KRPs are needed to evaluate a particular requirement on measurement quality. Ta- ble 6 presents the types of requirements on measurement quality evaluated in REASON SVV and the KRPs that contribute to their veriﬁcation and validation. Radar potential (Sect.4.4.1) and SAR gain (Sect. 4.4.4) are included in the evaluation of al"
37,measurement,"fy requirements on measurement quality, whereas the values derived from instrument-level requirements are used for validation. Not all KRPs are needed to evaluate a particular requirement on measurement quality. Ta- ble 6 presents the types of requirements on measurement quality evaluated in REASON SVV and the KRPs that contribute to their veriﬁcation and validation. Radar potential (Sect.4.4.1) and SAR gain (Sect. 4.4.4) are included in the evaluation of all requirements. Analysis of the center frequency uncertainty (Sect. 4"
38,compression,"×× × Radiometric Stability (3.2.7.) ×× × × 4.4.3 VerticalResolution Vertical resolution in vacuum is an instrument-level requirement and can be used to calculate an effective bandwidth. It is taken as the 3 dB width of the main peak lobe in vacuum after range compression. A Hann window is used to reduce the impact of the range side lobes (see the NSLE below in Sect. 4.4.5), but results in broadening of the peak lobe and loss of resolution. In operational processing, other windowing functions may be used. 4.4.4 SARGain SAR Gai"
38,bandwidth,"nation (3.2.5.) ×× Radiometric Precision (3.2.6.) ×× × Radiometric Accuracy (3.2.6.) ×× × Radiometric Stability (3.2.7.) ×× × × 4.4.3 VerticalResolution Vertical resolution in vacuum is an instrument-level requirement and can be used to calculate an effective bandwidth. It is taken as the 3 dB width of the main peak lobe in vacuum after range compression. A Hann window is used to reduce the impact of the range side lobes (see the NSLE below in Sect. 4.4.5), but results in broadening of the peak lobe and loss of resolution."
38,frequency,51 Page38of91 D.D.Blankenshipetal. Table 6 Key Radar Parameters (KRPs) used to verify REASON requirements on measurement quality Key Radar Parameters (KRPs) Radar Potential Center Frequency Uncertainty Vertical Resolution SAR Gain NSLE Radiometric Stability Interfero- metric Requirements on Measurement Quality Blind Zone (3.2.1.) ×× × × Vertical Resolution (3.2.2.) ×× × × Vertical Precision (3.2.2.) ×× × × × Along-Track Resolution (3.2.3.) ×× ×
38,measurement,51 Page38of91 D.D.Blankenshipetal. Table 6 Key Radar Parameters (KRPs) used to verify REASON requirements on measurement quality Key Radar Parameters (KRPs) Radar Potential Center Frequency Uncertainty Vertical Resolution SAR Gain NSLE Radiometric Stability Interfero- metric Requirements on Measurement Quality Blind Zone (3.2.1.) ×× × × Vertical Resolution (3.2.2.) ×× × × Verti
38,measurement,l. Table 6 Key Radar Parameters (KRPs) used to verify REASON requirements on measurement quality Key Radar Parameters (KRPs) Radar Potential Center Frequency Uncertainty Vertical Resolution SAR Gain NSLE Radiometric Stability Interfero- metric Requirements on Measurement Quality Blind Zone (3.2.1.) ×× × × Vertical Resolution (3.2.2.) ×× × × Vertical Precision (3.2.2.) ×× × × × Along-Track Resolution (3.2.3.) ×× × Sampled Along-Track Resolution (3.2.4.) ×× Clutter Discrimination (3.2.5.) ×× Radiometric Precision (3.2.6.) ×× ×
38,measurement,"owing functions may be used. 4.4.4 SARGain SAR Gain is the gain obtained from focused SAR processing at 400 km, assuming an aperture length equal to the Fresnel zone radius. The scatterer is assumed to be a specular (smooth/ﬂat) surface at nadir. Reﬂectometry measurements do not beneﬁt from SAR gain since the technique depends on analysis of the returns with minimal azimuth processing."
39,compression,"RadarforEuropaAssessmentandSounding: OceantoNear-Surface... Page39of91 51 Fig.13 NSLE 4.4.5 NormalizedSideLobeEnvelope(NSLE) The NSLE is used to describe artifacts generated during the range compression of the sur- face echo and is illustrated in Fig. 13. In order to minimize side lobe power levels, range compression of the reﬂected chirps is typically performed using a windowed version of the reference chirp, here assumed to be a Hann window. Range compress"
39,compression,"r-Surface... Page39of91 51 Fig.13 NSLE 4.4.5 NormalizedSideLobeEnvelope(NSLE) The NSLE is used to describe artifacts generated during the range compression of the sur- face echo and is illustrated in Fig. 13. In order to minimize side lobe power levels, range compression of the reﬂected chirps is typically performed using a windowed version of the reference chirp, here assumed to be a Hann window. Range compression with a windowed reference chirp leads to a steep decrease in the power of undesirable side lobes on either side"
39,compression,"pression of the sur- face echo and is illustrated in Fig. 13. In order to minimize side lobe power levels, range compression of the reﬂected chirps is typically performed using a windowed version of the reference chirp, here assumed to be a Hann window. Range compression with a windowed reference chirp leads to a steep decrease in the power of undesirable side lobes on either side of the surface echo that eventually reaches a minimum at some range (i.e., the “near-in” position). At ranges beyond the near-in position, side lob"
39,frequency,"gets. The absolute power lev- els associated with the near-in and far-out NSLE KRP are scaled relative to the strength of the surface echo. The near-in and far-out formulation is only relevant for cases with modest electromagnetic interference (EMI) and radio frequency interference (RFI). 4.4.6 RadiometricStability The radiometric stability KRP quantiﬁes the expected variation in power across a ﬂyby caused by temperature variations, calibration errors, and other instrument-related phenom- ena. The radiometric stability KRP"
39,altitude,"bility KRPs do not include imaging geometry effects. 4.4.7 Interfero-Metric Unlike the other KRPs, the interfero-metric includes geophysical effects. The interfero- metric KRP quantiﬁes whether interferometry is successful for a given point model at a speciﬁc altitude. The point models used in generating the interfero-metric include all those in the Shallow Subsurface Structure and Full Depth Subsurface Exchange EPMs that have target depths less than or equal to 3 km. For point models with salt layers, the salt layer depth"
39,interferometry,"ility KRPs or requirements for longer periods. The radiometric stability KRPs do not include imaging geometry effects. 4.4.7 Interfero-Metric Unlike the other KRPs, the interfero-metric includes geophysical effects. The interfero- metric KRP quantiﬁes whether interferometry is successful for a given point model at a speciﬁc altitude. The point models used in generating the interfero-metric include all those in the Shallow Subsurface Structure and Full Depth Subsurface Exchange EPMs that have target depths less than or equal to 3"
39,sounding,RadarforEuropaAssessmentandSounding: OceantoNear-Surface... Page39of91 51 Fig.13 NSLE 4.4.5 NormalizedSideLobeEnvelope(NSLE) The NSLE is used to describe artifacts generated during the range compression of the sur- face echo and is illustrated in Fig. 13. In order to minimize side lobe power le
40,compression,"9- and 60-MHz ice- penetrating radar, showing the frequency plan and transmit-receive signal ﬂow. Coherent radar signals are derived from: 1) a 48-MHz STALO for synchronizing radar control-and- timing, analog-to-digital conversion, onboard processing and data compression of received echoes; and 2) a frequency-multiplied 192-MHz clock for the digital chirp generation and digital-to-analog conversion of transmit pulses. Given the relatively low HF and VHF fre- quencies involved, all transmit frequency generation and receive dow"
40,frequency,he radar consists of three stacks which reside inside the spacecraft vault: Digital and Syn- thesizer Electronics Stacks (DSES) that includes two redundant Digital and Synthesizer Electronics (DSE-A and DSE-B) units with cross-strapped interfaces to the Radio Frequency (RF) electronics. This allows for radar operation during the mission to be tolerant to sin- gle DSE faults. Each DSE includes a Frequency Synthesizer and Digital and Power Unit (DPU). The DPU consists of a Radar Acquisition & Management Board (RAMBo) and a DS
40,frequency,des two redundant Digital and Synthesizer Electronics (DSE-A and DSE-B) units with cross-strapped interfaces to the Radio Frequency (RF) electronics. This allows for radar operation during the mission to be tolerant to sin- gle DSE faults. Each DSE includes a Frequency Synthesizer and Digital and Power Unit (DPU). The DPU consists of a Radar Acquisition & Management Board (RAMBo) and a DSE Power Converter Unit (DSEPCU) that powers the RAMBo and the Synthesizer. The RF Electronics System (RFES) for REASON is divided into HF
40,frequency,"mblies are scheduled for deployment roughly one month after launch. A rendering of the Europa Clipper spacecraft with REASON’s AS is shown in Fig. 14. Figure 15 shows the functional block diagram of the REASON 9- and 60-MHz ice- penetrating radar, showing the frequency plan and transmit-receive signal ﬂow. Coherent radar signals are derived from: 1) a 48-MHz STALO for synchronizing radar control-and- timing, analog-to-digital conversion, onboard processing and data compression of received echoes; and 2) a frequency-multipli"
40,frequency,"wing the frequency plan and transmit-receive signal ﬂow. Coherent radar signals are derived from: 1) a 48-MHz STALO for synchronizing radar control-and- timing, analog-to-digital conversion, onboard processing and data compression of received echoes; and 2) a frequency-multiplied 192-MHz clock for the digital chirp generation and digital-to-analog conversion of transmit pulses. Given the relatively low HF and VHF fre- quencies involved, all transmit frequency generation and receive downconversion is done completely in the d"
40,frequency,"oard processing and data compression of received echoes; and 2) a frequency-multiplied 192-MHz clock for the digital chirp generation and digital-to-analog conversion of transmit pulses. Given the relatively low HF and VHF fre- quencies involved, all transmit frequency generation and receive downconversion is done completely in the digital electronics, without the need for upconversion or downconver- sion in the RF section. The digital electronics design uses a single, reconﬁgurable ﬁeld- programmable gate array (FPGA). The"
40,pulse,"LO for synchronizing radar control-and- timing, analog-to-digital conversion, onboard processing and data compression of received echoes; and 2) a frequency-multiplied 192-MHz clock for the digital chirp generation and digital-to-analog conversion of transmit pulses. Given the relatively low HF and VHF fre- quencies involved, all transmit frequency generation and receive downconversion is done completely in the digital electronics, without the need for upconversion or downconver- sion in the RF section. The digital elec"
40,measurement,"arget is present, but never both, and that the subsurface target has a 10 km extent along- track. A feature is considered “detected” if its SNR is above a certain threshold, deﬁned as 0 dB, consistent with the detection criteria for evaluation of other REASON Measurement Quality Requirements. A feature is considered “discriminated” if the expected value of its interferometric phase can reliably be determined to be below or above a given threshold. The roughness of either the nadir or off-nadir extended target will cause a spr"
40,measurement,"ses a single, reconﬁgurable ﬁeld- programmable gate array (FPGA). The FPGA ﬁrmware architecture is state-machine-based and does not require a ﬂight computer module or ﬂight software. The radar Control and Tim- ing Unit (CTU) ﬁrmware component orchestrates the measurement sequence during a Eu- ropa ﬂyby through a programmable Observation Plan (OP) script ﬁle stored in the RAMBo’s Static Random Access Memory (SRAM). For a given ﬂyby, the spacecraft uploads the OP"
41,sounding,RadarforEuropaAssessmentandSounding: OceantoNear-Surface... Page41of91 51 Fig.14 Depiction of Europa Clipper spacecraft with REASON antenna assemblies Fig.15 REASON functional block diagram contents to SRAM and initiates science data collection via a SpaceWire command. When data collection star
42,PRF,"als) HF VHF Peak Transmit Power at input to the antennas, per antenna assembly 11.75 W 5.5 W Center Frequency 9 MHz 60 MHz Bandwidth (Fractional Bandwidth) 1 MHz (11%) 10 MHz (17%) Operational Altitudes 25 km to 1000 km from Europa Pulse Repetition Frequency (PRF) 50 Hz–3 kHz Approximate On-time per Orbit 20 min warm-up and 16 min science collection Dynamic Range 40 dB* 35 dB* Antenna Gain at Nadir 4 dBi* 7.3 dBi Mass 65.7 kg AveragePower 61 W *Requirement or CBE at time of publication. every few-second dwell interval"
42,pulse repetition,"adar system parameters (actuals) HF VHF Peak Transmit Power at input to the antennas, per antenna assembly 11.75 W 5.5 W Center Frequency 9 MHz 60 MHz Bandwidth (Fractional Bandwidth) 1 MHz (11%) 10 MHz (17%) Operational Altitudes 25 km to 1000 km from Europa Pulse Repetition Frequency (PRF) 50 Hz–3 kHz Approximate On-time per Orbit 20 min warm-up and 16 min science collection Dynamic Range 40 dB* 35 dB* Antenna Gain at Nadir 4 dBi* 7.3 dBi Mass 65.7 kg AveragePower 61 W *Requirement or CBE at time of publication. every few-second"
42,bandwidth,"51 Page42of91 D.D.Blankenshipetal. Table 7 REASON radar system parameters (actuals) HF VHF Peak Transmit Power at input to the antennas, per antenna assembly 11.75 W 5.5 W Center Frequency 9 MHz 60 MHz Bandwidth (Fractional Bandwidth) 1 MHz (11%) 10 MHz (17%) Operational Altitudes 25 km to 1000 km from Europa Pulse Repetition Frequency (PRF) 50 Hz–3 kHz Approximate On-time per Orbit 20 min warm-up and 16 min science collection Dynamic Range 40 dB* 35 dB* Antenna Gain"
42,bandwidth,"51 Page42of91 D.D.Blankenshipetal. Table 7 REASON radar system parameters (actuals) HF VHF Peak Transmit Power at input to the antennas, per antenna assembly 11.75 W 5.5 W Center Frequency 9 MHz 60 MHz Bandwidth (Fractional Bandwidth) 1 MHz (11%) 10 MHz (17%) Operational Altitudes 25 km to 1000 km from Europa Pulse Repetition Frequency (PRF) 50 Hz–3 kHz Approximate On-time per Orbit 20 min warm-up and 16 min science collection Dynamic Range 40 dB* 35 dB* Antenna Gain at Nadir 4 dBi* 7.3 d"
42,frequency,"51 Page42of91 D.D.Blankenshipetal. Table 7 REASON radar system parameters (actuals) HF VHF Peak Transmit Power at input to the antennas, per antenna assembly 11.75 W 5.5 W Center Frequency 9 MHz 60 MHz Bandwidth (Fractional Bandwidth) 1 MHz (11%) 10 MHz (17%) Operational Altitudes 25 km to 1000 km from Europa Pulse Repetition Frequency (PRF) 50 Hz–3 kHz Approximate On-time per Orbit 20 min warm-up and 16 min science collection Dynamic Range 40"
42,frequency,"eters (actuals) HF VHF Peak Transmit Power at input to the antennas, per antenna assembly 11.75 W 5.5 W Center Frequency 9 MHz 60 MHz Bandwidth (Fractional Bandwidth) 1 MHz (11%) 10 MHz (17%) Operational Altitudes 25 km to 1000 km from Europa Pulse Repetition Frequency (PRF) 50 Hz–3 kHz Approximate On-time per Orbit 20 min warm-up and 16 min science collection Dynamic Range 40 dB* 35 dB* Antenna Gain at Nadir 4 dBi* 7.3 dBi Mass 65.7 kg AveragePower 61 W *Requirement or CBE at time of publication. every few-second dwell int"
42,60 MHz,"51 Page42of91 D.D.Blankenshipetal. Table 7 REASON radar system parameters (actuals) HF VHF Peak Transmit Power at input to the antennas, per antenna assembly 11.75 W 5.5 W Center Frequency 9 MHz 60 MHz Bandwidth (Fractional Bandwidth) 1 MHz (11%) 10 MHz (17%) Operational Altitudes 25 km to 1000 km from Europa Pulse Repetition Frequency (PRF) 50 Hz–3 kHz Approximate On-time per Orbit 20 min warm-up and 16 min science collection Dynamic Range 40 dB* 35 dB* An"
42,9 MHz,"51 Page42of91 D.D.Blankenshipetal. Table 7 REASON radar system parameters (actuals) HF VHF Peak Transmit Power at input to the antennas, per antenna assembly 11.75 W 5.5 W Center Frequency 9 MHz 60 MHz Bandwidth (Fractional Bandwidth) 1 MHz (11%) 10 MHz (17%) Operational Altitudes 25 km to 1000 km from Europa Pulse Repetition Frequency (PRF) 50 Hz–3 kHz Approximate On-time per Orbit 20 min warm-up and 16 min science collection Dynamic Range 40 dB* 35"
42,altitude,"1 D.D.Blankenshipetal. Table 7 REASON radar system parameters (actuals) HF VHF Peak Transmit Power at input to the antennas, per antenna assembly 11.75 W 5.5 W Center Frequency 9 MHz 60 MHz Bandwidth (Fractional Bandwidth) 1 MHz (11%) 10 MHz (17%) Operational Altitudes 25 km to 1000 km from Europa Pulse Repetition Frequency (PRF) 50 Hz–3 kHz Approximate On-time per Orbit 20 min warm-up and 16 min science collection Dynamic Range 40 dB* 35 dB* Antenna Gain at Nadir 4 dBi* 7.3 dBi Mass 65.7 kg AveragePower 61 W *Requirement"
42,pulse,"adar system parameters (actuals) HF VHF Peak Transmit Power at input to the antennas, per antenna assembly 11.75 W 5.5 W Center Frequency 9 MHz 60 MHz Bandwidth (Fractional Bandwidth) 1 MHz (11%) 10 MHz (17%) Operational Altitudes 25 km to 1000 km from Europa Pulse Repetition Frequency (PRF) 50 Hz–3 kHz Approximate On-time per Orbit 20 min warm-up and 16 min science collection Dynamic Range 40 dB* 35 dB* Antenna Gain at Nadir 4 dBi* 7.3 dBi Mass 65.7 kg AveragePower 61 W *Requirement or CBE at time of publication. every"
42,pulse,"three receiver channels (single-channel HF and dual-channel interferometric “+X/–X” VHF). Loopback provides a calibration reference to compensate in post-processing for any RF transmitter/receiver ampliﬁer gain variations over the ﬂyby collection period. T/R pulses are distributed through front-end power combiners-dividers, through a network of six coaxial feedlines to the two HF and four VHF antenna assemblies. A summary of radar system pa- rameters is shown in Table 7, and a block diagram of the overall REASON archit"
43,sounding,"RadarforEuropaAssessmentandSounding: OceantoNear-Surface... Page43of91 51 Fig.16 REASON implementation block diagram relatively exposed to the Jovian environment (Sect. 5.2.3). Furthermore, REASON needed to be hardened to the worst-case potential discharges that it might experience during the m"
44,compression,"exponent code (power estimate) for a block of samples, and lower bit-width mantissa codes for each complex-valued baseband sample within the block. The BFPQ block size is programmable, as is the number of bits per mantissa sample. As an ex- ample of the data compression performance, the BFPQ input data rate for VHF is 576 Mbps (12 MHz × (24 + 24)), while the output data rate for a block size of 32 and 4-bit mantissa codes is 99 Mbps (12 MHz × (32 × (4 + 4) + 8)/32), i.e., a reduction of around six times, while maintaining a"
44,frequency,"51 Page44of91 D.D.Blankenshipetal. Table 8 DES parameters Parameter HF VHF ADC sampling rate 48 MHz Complex-valued baseband sampling rate 1.2 MHz 12 MHz Downconverter center frequency 9 MHz 12 MHz ADC bit resolution 9-10 bits (effective) the primary purpose of the REASON digital subsystem is to coherently transmit chirps, re- ceive the echoes, and reduce the receive data rate and data volume, while preserving the SNR necessary for science."
44,9 MHz,"51 Page44of91 D.D.Blankenshipetal. Table 8 DES parameters Parameter HF VHF ADC sampling rate 48 MHz Complex-valued baseband sampling rate 1.2 MHz 12 MHz Downconverter center frequency 9 MHz 12 MHz ADC bit resolution 9-10 bits (effective) the primary purpose of the REASON digital subsystem is to coherently transmit chirps, re- ceive the echoes, and reduce the receive data rate and data volume, while preserving the SNR necessary for science. The r"
44,altitude,"ps (12 MHz × (32 × (4 + 4) + 8)/32), i.e., a reduction of around six times, while maintaining a signal-to-quantization noise ratio of over 20 dB. During the ﬂyby, the mantissa bit-width is adjusted to capture the expected SNR, i.e., lower bit-widths at higher altitudes, and higher bit-widths at lower altitudes. During a ﬂyby the radar digital subsystem generates hundreds of science packets per second (for about a dozen unique science packet types), along with health and status and engineering packets once per second. A sum"
44,altitude,"a reduction of around six times, while maintaining a signal-to-quantization noise ratio of over 20 dB. During the ﬂyby, the mantissa bit-width is adjusted to capture the expected SNR, i.e., lower bit-widths at higher altitudes, and higher bit-widths at lower altitudes. During a ﬂyby the radar digital subsystem generates hundreds of science packets per second (for about a dozen unique science packet types), along with health and status and engineering packets once per second. A summary of DES parameters is shown in Table 8"
45,bandwidth,dpass ﬁlter and RF limiter on the receive path to protect the downstream re- ceiver electronics from any potential IESD generated by the out-of-vault elements of the radar and spacecraft. The Rx electronics includes low noise ampliﬁcation stages and the noise bandwidth ﬁl- ters. The Rx electronics also includes a switch that selects between the receive path from the T/R switch and the calibration path. Suitable digital attenuators are included in the Rx electronics to maximize the dynamic range of the system to allow operat
45,frequency,"r Assembly The Synthesizer Assembly (Synth) generates 48 MHz and 192 MHz clock signals from a single 48 MHz temperature-stabilized oscillator circuit. The oven maintains the temperature of the crystal at a ﬁxed temperature to provide excellent phase noise and frequency accuracy performance over the entire ﬂight temperature range. In addition to providing temperature telemetry, the Synth provides an oven status indicator to the DPU that is used to monitor the health of the Synth. 5.2.2 RadioFrequencyElectronicsSubsystem(RFES"
45,frequency,"xcellent phase noise and frequency accuracy performance over the entire ﬂight temperature range. In addition to providing temperature telemetry, the Synth provides an oven status indicator to the DPU that is used to monitor the health of the Synth. 5.2.2 RadioFrequencyElectronicsSubsystem(RFES) The RFES includes the HF and VHF electronics stacks. Figures 17 and 18 show block dia- grams for the HFS and VHFS, and the key requirements for the RFES are listed in Table 9. The electronics for the two frequencies are independent t"
45,altitude,nics also includes a switch that selects between the receive path from the T/R switch and the calibration path. Suitable digital attenuators are included in the Rx electronics to maximize the dynamic range of the system to allow operation over a wide range of altitudes during a ﬂyby. JPL designed a Power Supply Unit (PSU) for the HF and VHF RF electronics. The mag- netic ampliﬁer (magamp) topology of the PSU was chosen to reduce challenges of qualifying
45,pulse,"lockout, voltage and current telemetry of its outputs, and an EMI ﬁlter. It also mitigates concerns that come with a high radiation environment. The 300 krad TID en- vironment drove the design of the ﬂyback and buck converters due to the limited selection of pulse-width modulation (PWM) controllers at this dose. The DSEPCU includes a remote sense for the 1-V rail to increase the voltage accuracy delivered to the RAMBo by com- pensating for the voltage drop along the high-current path. It also contains a dual ﬂyback out"
45,pulse,"based power ampli- ﬁer operating in a Class-D conﬁguration, a PIN diode T/R switch, and a discrete-element Wilkinson power divider form the transmit path of the PAU. A directional coupler in the T/R switch provides a calibration path to sample the transmitted pulse. The T/R switch also includes a bandpass ﬁlter and RF limiter on the receive path to protect the downstream re- ceiver electronics from any potential IESD generated by the out-of-vault elements of the radar and spacecraft. The Rx electronics includes low nois"
45,sounding,RadarforEuropaAssessmentandSounding: OceantoNear-Surface... Page45of91 51 conﬁguration source. The FPGA conﬁgures from one of two Honeywell 64 Mbit magnetore- sistive random-access memories (MRAMs). The current plan is for both MRAMs to launch with identical conﬁgurations: one MRAM is read-only
45,measurement,"stack consists of a Transmit Driver Assembly (TxDA), a Power Ampliﬁcation Unit (PAU), Receiver (Rx) and an RF Power Supply Unit (RFPSU). The HF Stack consists of one receiver, while the VHF Stack includes 2 receiver assemblies for across-track interferometric measurements. The TxDA consists of a bandpass ﬁlter and an ampliﬁer operating in saturation that drives the PAU. A GaN device-based power ampli- ﬁer operating in a Class-D conﬁguration, a PIN diode T/R switch, and a discrete-element Wilkinson power divider form the trans"
47,sounding,RadarforEuropaAssessmentandSounding: OceantoNear-Surface... Page47of91 51 Fig.18 VHF RF In-vault block diagram
48,compression,there are no EMI spikes associated with ﬁeld-effect transistor (FET) switching in typical converter topologies. The PSU provides ﬁve independent outputs including the primary pulse output to the RF electronics. A key challenge solved on the PSU magnetics was compression of the core by potting and coating resulting in voltage drop out due to a change in the squareness of the ratio of magnetic ﬂux density to magnetic ﬁeld strength (B/H). 5.2.3 AntennaSubsystem(AS) The REASON AS consists of the HF and VHF antennas and their res
48,bandwidth,51 Page48of91 D.D.Blankenshipetal. Table 9 Key RFES requirements Requirement HF VHF Operating Center Frequency 9 MHz 60 MHz Bandwidth 1 MHz 10 MHz Peak Transmit Power 7.5 W (min) at each antenna 3.75 W (min) at each antenna Pulse Droop <0.005 dB/μs <0.005 dB/μs Pulse Ripple Over Bandwidth <1d B <1d B Harmonic Rejection >80 dBc >80 dBc Noise Figure <13.5 dB* <13.5 dB* Receive Path Gain 49 .5
48,bandwidth,ankenshipetal. Table 9 Key RFES requirements Requirement HF VHF Operating Center Frequency 9 MHz 60 MHz Bandwidth 1 MHz 10 MHz Peak Transmit Power 7.5 W (min) at each antenna 3.75 W (min) at each antenna Pulse Droop <0.005 dB/μs <0.005 dB/μs Pulse Ripple Over Bandwidth <1d B <1d B Harmonic Rejection >80 dBc >80 dBc Noise Figure <13.5 dB* <13.5 dB* Receive Path Gain 49 .5 ± 2.5d B 5 9 .5 ± 0.25 dB Amplitude Balance <0.3 dB <0.3 dB Phase Balance <3d e g <3d e g Differential Phase Stability N/A <2d e g Amplitude Stability Outs
